1,0,3,3,8,4,9
0,0,5,7,7,9,6
2,3,4,26,17,15,18
1,0,15,27,25,32,47
0,3,21,30,46,40,30
3,3,25,58,56,56,82
1,7,27,69,105,84,122
2,5,44,127,167,127,216
8,9,38,149,186,195,276
4,11,30,88,135,131,256
1,5,30,75,70,75,141
