1,0,3,3,8,4,7,2,0,0,0,0,0
0,0,5,7,7,9,3,2,1,0,0,0,0
2,3,4,26,17,15,10,4,4,0,0,0,0
1,0,15,27,25,32,26,11,7,3,0,0,0
0,3,21,30,46,40,23,4,1,2,0,0,0
3,3,25,58,56,56,47,23,8,3,1,0,0
1,7,27,69,105,84,59,40,17,5,1,0,0
2,5,44,127,167,127,104,74,22,15,1,0,0
8,9,38,149,186,195,133,84,31,26,2,0,0
4,11,30,88,135,131,123,83,38,9,3,0,0
1,5,30,75,70,75,73,32,25,10,1,0,0
